Sentence #,Word,POS,Tag
,Tehran,NNP,geo
,'s,POS,O
,Air,NNP,org
,Quality,NNP,org
,Control,NNP,org
,Company,NNP,org
,has,VBZ,O
,found,VBN,O
,the,DT,O
,amount,NN,O
,of,IN,O
,potentially,RB,O
,harmful,JJ,O
,particulate,NN,O
,in,IN,O
,the,DT,O
,air,NN,O
,has,VBZ,O
,reached,VBN,O
,dangerous,JJ,O
,levels,NNS,O
,.,.,O
341,The,DT,O
,dust,NN,O
,has,VBZ,O
,blown,VBN,O
,in,IN,O
,from,IN,O
,Saudi,NNP,geo
,Arabia,NNP,geo
,and,CC,O
,neighboring,JJ,O
,Iraq,NNP,geo
,",",",",O
,where,WRB,O
,a,DT,O
,severe,JJ,O
,sandstorm,NN,O
,recently,RB,O
,blanketed,VBD,O
,the,DT,O
,capital,NN,O
,",",",",O
,Baghdad,NNP,geo
,.,.,O
342,Sandstorms,NNS,O
,can,MD,O
,be,VB,O
,caused,VBN,O
,by,IN,O
,heavy,JJ,O
,winds,NNS,O
,blowing,VBG,O
,across,IN,O
,deserts,NNS,O
,",",",",O
,or,CC,O
,across,IN,O
,land,NN,O
,that,WDT,O
,has,VBZ,O
,lost,VBN,O
,its,PRP$,O
,fertile,JJ,O
,top,JJ,O
,soil,NN,O
,and,CC,O
,greenery,NN,O
,.,.,O
343,Shortly,RB,O
,before,IN,O
,midnight,NN,tim
,a,DT,O
,suicide,NN,O
,bomber,NN,O
,blew,VBD,O
,himself,PRP,O
,up,RP,O
,in,IN,O
,a,DT,O
,crowd,NN,O
,of,IN,O
,young,JJ,O
,Israelis,NNS,gpe
,waiting,VBG,O
,to,TO,O
,get,VB,O
,into,IN,O
,a,DT,O
,beachfront,NN,O
,nightclub,NN,O
,in,IN,O
,Tel,NNP,geo
,Aviv,NNP,geo
,.,.,O
344,Israeli,JJ,gpe
,police,NNS,O
,say,VBP,O
,the,DT,O
,bomber,NN,O
,was,VBD,O
,spotted,VBN,O
,and,CC,O
,prevented,VBN,O
,from,IN,O
,entering,VBG,O
,the,DT,O
,club,NN,O
,.,.,O
345,They,PRP,O
,say,VBP,O
,if,IN,O
,he,PRP,O
,had,VBD,O
,gotten,VBN,O
,inside,IN,O
,the,DT,O
,carnage,NN,O
,would,MD,O
,have,VB,O
,been,VBN,O
,even,RB,O
,worse,RBR,O
,.,.,O
346,It,PRP,O
,is,VBZ,O
,unclear,JJ,O
,who,WP,O
,was,VBD,O
,behind,IN,O
,the,DT,O
,attack,NN,O
,with,IN,O
,major,JJ,O
,Palestinian,JJ,gpe
,militant,NN,O
,groups,NNS,O
,saying,VBG,O
,they,PRP,O
,had,VBD,O
,nothing,DT,O
,to,TO,O
,do,VB,O
,with,IN,O
,it,PRP,O
,.,.,O
347,A,DT,O
,statement,NN,O
,released,VBN,O
,by,IN,O
,Palestinian,JJ,gpe
,President,NNP,per
,Mahmoud,NNP,per
,Abbas,NNP,per
,in,IN,O
,Ramallah,NNP,geo
,vowed,VBD,O
,to,TO,O
,track,VB,O
,down,RB,O
,and,CC,O
,punish,VB,O
,those,DT,O
,responsible,JJ,O
,",",",",O
,saying,VBG,O
,this,DT,O
,was,VBD,O
,an,DT,O
,attempt,NN,O
,to,TO,O
,sabotage,VB,O
,the,DT,O
,peace,NN,O
,process,NN,O
,.,.,O
348,The,DT,O
,bombing,NN,O
,shatters,VBZ,O
,weeks,NNS,O
,of,IN,O
,calm,NN,O
,after,IN,O
,Mr.,NNP,per
,Abbas,NNP,per
,declared,VBD,O
,a,DT,O
,truce,NN,O
,during,IN,O
,a,DT,O
,summit,NN,O
,with,IN,O
,Israeli,JJ,gpe
,Prime,NNP,per
,Minister,NNP,per
,Ariel,NNP,per
,Sharon,NNP,per
,in,IN,O
,Egypt,NNP,geo
,earlier,RBR,O
,this,DT,O
,month,NN,O
,.,.,O
349,Indonesian,JJ,gpe
,officials,NNS,O
,say,VBP,O
,they,PRP,O
,have,VBP,O
,signed,VBN,O
,an,DT,O
,initial,JJ,O
,agreement,NN,O
,with,IN,O
,Russia,NNP,gpe
,to,TO,O
,build,VB,O
,a,DT,O
,space,NN,O
,launch,NN,O
,center,NN,O
,on,IN,O
,the,DT,O
,remote,JJ,O
,island,NN,O
,of,IN,O
,Biak,NNP,geo
,off,IN,O
,the,DT,O
,coast,NN,O
,of,IN,O
,Papua,NNP,geo
,New,NNP,geo
,Guinea,NNP,geo
,.,.,O
350,An,DT,O
,Indonesian,JJ,gpe
,foreign,JJ,O
,ministry,NN,O
,spokesman,NN,O
,says,VBZ,O
,senior,JJ,O
,officials,NNS,O
,from,IN,O
,both,DT,O
,countries,NNS,O
,reached,VBD,O
,the,DT,O
,preliminary,JJ,O
,agreement,NN,O
,last,JJ,O
,week,NN,O
,.,.,O
351,They,PRP,O
,say,VBP,O
,the,DT,O
,island,NN,O
,is,VBZ,O
,well-suited,JJ,O
,for,IN,O
,the,DT,O
,project,NN,O
,because,IN,O
,of,IN,O
,its,PRP$,O
,proximity,NN,O
,to,TO,O
,the,DT,O
,equator,NN,O
,",",",",O
,which,WDT,O
,makes,VBZ,O
,it,PRP,O
,easier,JJR,O
,to,TO,O
,launch,VB,O
,satellites,NNS,O
,into,IN,O
,some,DT,O
,Earth,NNP,geo
,orbits,NNS,O
,.,.,O
352,The,DT,O
,spokesman,NN,O
,says,VBZ,O
,a,DT,O
,formal,JJ,O
,agreement,NN,O
,on,IN,O
,the,DT,O
,project,NN,O
,will,MD,O
,be,VB,O
,signed,VBN,O
,in,IN,O
,June,NNP,tim
,when,WRB,O
,Indonesian,JJ,gpe
,President,NNP,per
,Susilo,NNP,per
,Bambang,NNP,per
,Yudhoyono,NNP,per
,is,VBZ,O
,scheduled,VBN,O
,to,TO,O
,visit,VB,O
,Moscow,NNP,geo
,.,.,O
353,An,DT,O
,Algerian,JJ,gpe
,man,NN,O
,goes,VBZ,O
,on,IN,O
,trial,NN,O
,Monday,NNP,tim
,in,IN,O
,France,NNP,geo
,for,IN,O
,terrorist,NN,O
,attacks,NNS,O
,on,IN,O
,the,DT,O
,Paris,NNP,geo
,subway,NN,O
,in,IN,O
,1995,CD,tim
,.,.,O
354,Prosecutors,NNS,O
,say,VBP,O
,Rachid,NNP,per
,Ramda,NNP,per
,helped,VBD,O
,fund,VB,O
,at,IN,O
,least,JJS,O
,three,CD,O
,bombings,NNS,O
,on,IN,O
,the,DT,O
,Paris,NNP,geo
,metro,NN,O
,.,.,O
355,If,IN,O
,he,PRP,O
,is,VBZ,O
,convicted,VBN,O
,",",",",O
,Ramda,NNP,per
,could,MD,O
,get,VB,O
,life,NN,O
,in,IN,O
,prison,NN,O
,.,.,O
356,The,DT,O
,38-year-old,JJ,O
,is,VBZ,O
,already,RB,O
,serving,VBG,O
,a,DT,O
,10-year,JJ,O
,sentence,NN,O
,in,IN,O
,France,NNP,geo
,after,IN,O
,he,PRP,O
,was,VBD,O
,convicted,VBN,O
,last,JJ,O
,year,NN,O
,on,IN,O
,terrorism,NN,O
,charges,NNS,O
,.,.,O
357,Police,NNS,O
,say,VBP,O
,Ramda,NNP,per
,operated,VBD,O
,from,IN,O
,London,NNP,geo
,where,WRB,O
,investigators,NNS,O
,say,VBP,O
,they,PRP,O
,found,VBD,O
,evidence,NN,O
,that,IN,O
,he,PRP,O
,sent,VBD,O
,money,NN,O
,to,TO,O
,terrorists,NNS,O
,.,.,O
358,He,PRP,O
,is,VBZ,O
,accused,VBN,O
,of,IN,O
,helping,VBG,O
,fund,NN,O
,attacks,NNS,O
,carried,VBD,O
,out,RP,O
,by,IN,O
,an,DT,O
,Algerian,JJ,gpe
,militant,JJ,O
,organization,NN,O
,the,DT,O
,Armed,NNP,org
,Islamic,NNP,org
,Group,NNP,org
,.,.,O
359,British,JJ,gpe
,police,NN,O
,arrested,VBN,O
,Ramda,NNP,per
,in,IN,O
,1995,CD,tim
,.,.,O
360,He,PRP,O
,fought,VBD,O
,extradition,NN,O
,to,TO,O
,France,NNP,geo
,for,IN,O
,10,CD,O
,years,NNS,O
,.,.,O
361,In,IN,O
,Monday,NNP,tim
,'s,POS,O
,trial,NN,O
,",",",",O
,Ramda,NNP,per
,is,VBZ,O
,facing,VBG,O
,charges,NNS,O
,of,IN,O
,being,VBG,O
,an,DT,O
,accomplice,NN,O
,to,TO,O
,at,IN,O
,least,JJS,O
,three,CD,O
,bombings,NNS,O
,on,IN,O
,the,DT,O
,Paris,NNP,geo
,subway,NN,O
,",",",",O
,including,VBG,O
,the,DT,O
,July,NNP,tim
,25,CD,tim
,",",",",tim
,1995,CD,tim
,attack,NN,O
,that,WDT,O
,killed,VBD,O
,eight,CD,O
,people,NNS,O
,and,CC,O
,injured,VBD,O
,more,JJR,O
,than,IN,O
,150,CD,O
,.,.,O
362,The,DT,O
,United,NNP,org
,Nations,NNP,org
,says,VBZ,O
,Sudanese,JJ,gpe
,refugees,NNS,O
,have,VBP,O
,begun,VBN,O
,returning,VBG,O
,from,IN,O
,the,DT,O
,Central,NNP,gpe
,African,NNP,gpe
,Republic,NNP,gpe
,under,IN,O
,a,DT,O
,new,JJ,O
,deal,NN,O
,between,IN,O
,the,DT,O
,countries,NNS,O
,and,CC,O
,the,DT,O
,U.N.,NNP,org
,refugee,NN,O
,agency,NN,O
,.,.,O
363,The,DT,O
,U.N.,NNP,org
,says,VBZ,O
,the,DT,O
,deal,NN,O
,",",",",O
,which,WDT,O
,was,VBD,O
,signed,VBN,O
,Wednesday,NNP,tim
,",",",",O
,will,MD,O
,allow,VB,O
,some,DT,O
,"16,000",CD,O
,Sudanese,JJ,gpe
,refugees,NNS,O
,living,VBG,O
,in,IN,O
,the,DT,O
,CAR,NNP,gpe
,to,TO,O
,voluntarily,RB,O
,return,VB,O
,home,NN,O
,.,.,O
364,It,PRP,O
,says,VBZ,O
,the,DT,O
,first,JJ,O
,group,NN,O
,of,IN,O
,refugees,NNS,O
,was,VBD,O
,scheduled,VBN,O
,to,TO,O
,fly,VB,O
,home,NN,O
,Thursday,NNP,tim
,.,.,O
365,Five,CD,O
,thousand,CD,O
,refugees,NNS,O
,are,VBP,O
,expected,VBN,O
,to,TO,O
,return,VB,O
,to,TO,O
,Sudan,NNP,gpe
,by,IN,O
,April,NNP,tim
,.,.,O
366,The,DT,O
,rest,NN,O
,will,MD,O
,go,VB,O
,home,NN,O
,by,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,the,DT,O
,year,NN,O
,.,.,O
367,The,DT,O
,deal,NN,O
,is,VBZ,O
,one,CD,O
,of,IN,O
,several,JJ,O
,involving,VBG,O
,Sudan,NNP,gpe
,reached,VBD,O
,this,DT,O
,week,NN,O
,by,IN,O
,the,DT,O
,refugee,NN,O
,agency,NN,O
,and,CC,O
,Sudan,NNP,gpe
,'s,POS,O
,neighbors,NNS,O
,.,.,O
368,The,DT,O
,U.N.,NNP,org
,says,VBZ,O
,the,DT,O
,other,JJ,O
,agreements,NNS,O
,will,MD,O
,allow,VB,O
,for,IN,O
,the,DT,O
,return,NN,O
,of,IN,O
,"13,000",CD,O
,Sudanese,JJ,gpe
,refugees,NNS,O
,living,VBG,O
,in,IN,O
,the,DT,O
,Democratic,NNP,gpe
,Republic,NNP,gpe
,of,IN,gpe
,Congo,NNP,gpe
,",",",",O
,and,CC,O
,for,IN,O
,the,DT,O
,return,NN,O
,of,IN,O
,nearly,RB,O
,"7,000",CD,O
,Congolese,JJ,gpe
,refugees,NNS,O
,currently,RB,O
,in,IN,O
,Sudan,NNP,gpe
,.,.,O
369,Police,NNS,O
,in,IN,O
,Japan,NNP,geo
,say,VBP,O
,a,DT,O
,teacher,NN,O
,stabbed,VBN,O
,to,TO,O
,death,NN,O
,a,DT,O
,12-year-old,JJ,O
,girl,NN,O
,Saturday,NNP,tim
,in,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,third,JJ,O
,killing,NN,O
,of,IN,O
,a,DT,O
,school,NN,O
,girl,NN,O
,in,IN,O
,less,JJR,O
,than,IN,O
,three,CD,O
,weeks,NNS,O
,.,.,O
370,Yu,NNP,per
,Hagino,NNP,per
,",",",",O
,23,CD,O
,",",",",O
,was,VBD,O
,arrested,VBN,O
,at,IN,O
,the,DT,O
,murder,NN,O
,scene,NN,O
,",",",",O
,a,DT,O
,school,NN,O
,in,IN,O
,the,DT,O
,western,JJ,O
,city,NN,O
,of,IN,O
,Uji,NNP,geo
,.,.,O
371,Police,NNS,O
,say,VBP,O
,the,DT,O
,suspect,NN,O
,confessed,VBD,O
,to,TO,O
,stabbing,VBG,O
,the,DT,O
,girl,NN,O
,with,IN,O
,a,DT,O
,knife,NN,O
,after,IN,O
,arguing,VBG,O
,with,IN,O
,her,PRP,O
,.,.,O
372,The,DT,O
,killing,NN,O
,follows,VBZ,O
,the,DT,O
,recent,JJ,O
,murders,NNS,O
,of,IN,O
,two,CD,O
,school,NN,O
,girls,NNS,O
,in,IN,O
,the,DT,O
,space,NN,O
,of,IN,O
,just,RB,O
,over,IN,O
,a,DT,O
,week,NN,O
,.,.,O
373,The,DT,O
,two,CD,O
,were,VBD,O
,killed,VBN,O
,in,IN,O
,separate,JJ,O
,incidents,NNS,O
,as,IN,O
,they,PRP,O
,walked,VBD,O
,home,NN,O
,alone,RB,O
,from,IN,O
,elementary,JJ,O
,school,NN,O
,along,IN,O
,deserted,JJ,O
,roads,NNS,O
,.,.,O
374,Radical,JJ,O
,Islamic,JJ,O
,cleric,NN,O
,Omar,NNP,per
,Bakri,NNP,per
,Mohammed,NNP,per
,has,VBZ,O
,called,VBN,O
,on,IN,O
,all,DT,O
,Muslims,NNS,O
,to,TO,O
,leave,VB,O
,Europe,NNP,geo
,.,.,O
375,In,IN,O
,an,DT,O
,interview,NN,O
,with,IN,O
,French,JJ,gpe
,television,NN,O
,to,TO,O
,be,VB,O
,broadcast,VBN,O
,Monday,NNP,tim
,",",",",O
,Mr.,NNP,per
,Bakri,NNP,per
,says,VBZ,O
,Muslims,NNPS,org
,will,MD,O
,one,CD,O
,day,NN,O
,return,VB,O
,to,TO,O
,Europe,NNP,geo
,",",",",O
,and,CC,O
,the,DT,O
,Islamic,JJ,O
,flag,NN,O
,will,MD,O
,fly,VB,O
,over,IN,O
,Downing,NNP,art
,Street,NNP,art
,",",",",O
,the,DT,O
,home,NN,O
,of,IN,O
,Britain,NNP,gpe
,'s,POS,O
,prime,JJ,O
,minister,NN,O
,.,.,O
376,The,DT,O
,interview,NN,O
,took,VBD,O
,place,NN,O
,in,IN,O
,Beirut,NNP,geo
,where,WRB,O
,Mr.,NNP,per
,Bakri,NNP,per
,lives,VBZ,O
,after,IN,O
,the,DT,O
,British,JJ,gpe
,government,NN,O
,stripped,VBD,O
,him,PRP,O
,of,IN,O
,his,PRP$,O
,residency,NN,O
,in,IN,O
,its,PRP$,O
,campaign,NN,O
,to,TO,O
,rein,VB,O
,in,IN,O
,radical,JJ,O
,Islamic,JJ,O
,leaders,NNS,O
,.,.,O
377,Mr.,NNP,per
,Bakri,NNP,per
,triggered,VBD,O
,British,JJ,gpe
,outrage,NN,O
,after,IN,O
,the,DT,O
,July,NNP,tim
,7,CD,tim
,bombings,NNS,O
,in,IN,O
,London,NNP,geo
,when,WRB,O
,he,PRP,O
,said,VBD,O
,he,PRP,O
,would,MD,O
,never,RB,O
,tip,VB,O
,off,IN,O
,police,NN,O
,if,IN,O
,he,PRP,O
,knew,VBD,O
,a,DT,O
,Muslim,NN,org
,was,VBD,O
,about,IN,O
,to,TO,O
,carry,VB,O
,out,RP,O
,an,DT,O
,attack,NN,O
,.,.,O
378,In,IN,O
,the,DT,O
,France,NNP,art
,3,CD,art
,interview,NN,O
,",",",",O
,Mr.,NNP,per
,Bakri,NNP,per
,says,VBZ,O
,the,DT,O
,backgrounds,NNS,O
,of,IN,O
,the,DT,O
,four,CD,O
,suicide,NN,O
,bombers,NNS,O
,in,IN,O
,the,DT,O
,London,NNP,geo
,attacks,NNS,O
,prove,VBP,O
,the,DT,O
,message,NN,O
,of,IN,O
,al-Qaida,NNP,org
,chief,NN,O
,Osama,NNP,per
,bin,NNP,per
,Laden,NNP,per
,has,VBZ,O
,reached,VBN,O
,moderate,JJ,O
,communities,NNS,O
,.,.,O
379,Iran,NNP,gpe
,'s,POS,O
,defense,NN,O
,minister,NN,O
,has,VBZ,O
,denounced,VBN,O
,remarks,NNS,O
,by,IN,O
,the,DT,O
,top,JJ,O
,U.S.,NNP,gpe
,military,JJ,O
,commander,NN,O
,",",",",O
,who,WP,O
,said,VBD,O
,Washington,NNP,gpe
,has,VBZ,O
,not,RB,O
,ruled,VBN,O
,out,IN,O
,the,DT,O
,use,NN,O
,of,IN,O
,force,NN,O
,against,IN,O
,Iran,NNP,gpe
,to,TO,O
,prevent,VB,O
,it,PRP,O
,from,IN,O
,making,VBG,O
,nuclear,JJ,O
,weapons,NNS,O
,.,.,O
380,Joint,NNP,org
,Chiefs,NNP,org
,of,IN,org
,Staff,NNP,org
,Chairman,NN,O
,Mike,NNP,per
,Mullen,NNP,per
,said,VBD,O
,Sunday,NNP,tim
,that,IN,O
,the,DT,O
,U.S.,NNP,gpe
,has,VBZ,O
,a,DT,O
,plan,NN,O
,to,TO,O
,strike,VB,O
,Iran,NNP,gpe
,.,.,O
381,But,CC,O
,Admiral,NNP,per
,Mullen,NNP,per
,said,VBD,O
,he,PRP,O
,hopes,VBZ,O
,the,DT,O
,military,JJ,O
,option,NN,O
,is,VBZ,O
,not,RB,O
,needed,VBN,O
,.,.,O
382,Iran,NNP,gpe
,'s,POS,O
,defense,NN,O
,minister,NN,O
,",",",",O
,Brigadier,NNP,per
,General,NNP,per
,Ahmad,NNP,per
,Vahidi,NNP,per
,",",",",O
,said,VBD,O
,Tuesday,NNP,tim
,that,IN,O
,U.S.,NNP,gpe
,threats,NNS,O
,to,TO,O
,attack,VB,O
,his,PRP$,O
,country,NN,O
,violate,VBP,O
,the,DT,O
,United,NNP,org
,Nations,NNP,org
,charter,NN,O
,.,.,O
383,He,PRP,O
,warned,VBD,O
,that,IN,O
,Tehran,NNP,gpe
,has,VBZ,O
,drawn,VBN,O
,up,RP,O
,defensive,JJ,O
,plans,NNS,O
,that,WDT,O
,would,MD,O
,make,VB,O
,its,PRP$,O
,enemies,NNS,O
,regret,VBP,O
,any,DT,O
,attack,NN,O
,.,.,O
384,The,DT,O
,United,NNP,gpe
,States,NNPS,gpe
,and,CC,O
,other,JJ,O
,Western,JJ,O
,countries,NNS,O
,accuse,VBP,O
,Iran,NNP,gpe
,of,IN,O
,secretly,RB,O
,developing,VBG,O
,nuclear,JJ,O
,weapons,NNS,O
,under,IN,O
,cover,NN,O
,of,IN,O
,a,DT,O
,civilian,JJ,O
,energy,NN,O
,program,NN,O
,-,IN,O
,a,DT,O
,charge,NN,O
,Iran,NNP,gpe
,denies,VBZ,O
,.,.,O
385,Admiral,NNP,per
,Mullen,NNP,per
,said,VBD,O
,he,PRP,O
,hopes,VBZ,O
,the,DT,O
,combination,NN,O
,of,IN,O
,sanctions,NNS,O
,and,CC,O
,diplomatic,JJ,O
,efforts,NNS,O
,will,MD,O
,resolve,VB,O
,the,DT,O
,dispute,NN,O
,.,.,O
386,Georgia,NNP,gpe
,'s,POS,O
,president,NN,O
,has,VBZ,O
,announced,VBN,O
,plans,NNS,O
,for,IN,O
,his,PRP$,O
,country,NN,O
,to,TO,O
,get,VB,O
,emergency,NN,O
,natural,JJ,O
,gas,NN,O
,supplies,NNS,O
,from,IN,O
,Iran,NNP,geo
,to,TO,O
,help,VB,O
,end,VB,O
,the,DT,O
,country,NN,O
,'s,POS,O
,shortage,NN,O
,of,IN,O
,both,DT,O
,gas,NN,O
,and,CC,O
,electricity,NN,O
,.,.,O
387,President,NNP,per
,Mikhail,NNP,per
,Saakashvili,NNP,per
,told,VBD,O
,cabinet,NN,O
,members,NNS,O
,Friday,NNP,tim
,that,IN,O
,gas,NN,O
,from,IN,O
,Iran,NNP,geo
,is,VBZ,O
,expected,VBN,O
,to,TO,O
,begin,VB,O
,flowing,VBG,O
,into,IN,O
,Georgia,NNP,geo
,beginning,VBG,O
,Sunday,NNP,tim
,or,CC,O
,",",",",O
,at,IN,O
,the,DT,O
,latest,JJS,O
,",",",",O
,Monday,NNP,tim
,.,.,O
388,Residents,NNS,O
,in,IN,O
,the,DT,O
,former,JJ,O
,Soviet,JJ,O
,republic,NN,O
,have,VBP,O
,been,VBN,O
,enduring,VBG,O
,freezing,JJ,O
,weather,NN,O
,with,IN,O
,limited,JJ,O
,supplies,NNS,O
,after,IN,O
,explosions,NNS,O
,on,IN,O
,pipelines,NNS,O
,delivering,VBG,O
,Russian,JJ,gpe
,natural,JJ,O
,gas,NN,O
,.,.,O
389,Russian,JJ,gpe
,authorities,NNS,O
,deny,VBP,O
,Georgian,JJ,gpe
,charges,NNS,O
,that,IN,O
,they,PRP,O
,deliberately,RB,O
,cut,VBD,O
,supplies,NNS,O
,",",",",O
,and,CC,O
,insist,VBP,O
,the,DT,O
,pipelines,NNS,O
,were,VBD,O
,sabotaged,VBN,O
,.,.,O
390,Repairs,NNS,O
,are,VBP,O
,due,JJ,O
,to,TO,O
,be,VB,O
,completed,VBN,O
,by,IN,O
,Sunday,NNP,tim
,.,.,O
391,Georgia,NNP,gpe
,is,VBZ,O
,heavily,RB,O
,dependent,JJ,O
,on,IN,O
,Russian,JJ,gpe
,natural,JJ,O
,gas,NN,O
,.,.,O
392,President,NNP,per
,Saakashvili,NNP,per
,says,VBZ,O
,the,DT,O
,agreement,NN,O
,with,IN,O
,Iran,NNP,geo
,shows,VBZ,O
,his,PRP$,O
,country,NN,O
,has,VBZ,O
,alternative,JJ,O
,sources,NNS,O
,.,.,O
393,Millions,NNS,O
,of,IN,O
,Georgians,NNS,gpe
,have,VBP,O
,also,RB,O
,been,VBN,O
,without,IN,O
,electricity,NN,O
,because,IN,O
,of,IN,O
,a,DT,O
,breakdown,NN,O
,of,IN,O
,a,DT,O
,unit,NN,O
,at,IN,O
,a,DT,O
,power,NN,O
,station,NN,O
,",",",",O
,as,RB,O
,well,RB,O
,as,IN,O
,downed,JJ,O
,power,NN,O
,lines,NNS,O
,.,.,O
394,Peru,NNP,gpe
,'s,POS,O
,former,JJ,O
,President,NN,O
,",",",",O
,Alberto,NNP,per
,Fujimori,NNP,per
,",",",",O
,has,VBZ,O
,told,VBN,O
,authorities,NNS,O
,he,PRP,O
,is,VBZ,O
,trying,VBG,O
,to,TO,O
,form,VB,O
,a,DT,O
,political,JJ,O
,alliance,NN,O
,to,TO,O
,support,VB,O
,his,PRP$,O
,bid,NN,O
,to,TO,O
,run,VB,O
,in,IN,O
,next,JJ,O
,April,NNP,tim
,'s,POS,O
,presidential,JJ,O
,election,NN,O
,.,.,O
395,In,IN,O
,a,DT,O
,visit,NN,O
,to,TO,O
,the,DT,O
,Peruvian,JJ,gpe
,consulate,NN,O
,in,IN,O
,Tokyo,NNP,geo
,Wednesday,NNP,tim
,",",",",O
,Mr.,NNP,per
,Fujimori,NNP,per
,had,VBD,O
,his,PRP$,O
,signature,NN,O
,validated,VBD,O
,on,IN,O
,a,DT,O
,document,NN,O
,joining,VBG,O
,his,PRP$,O
,Si,NNP,org
,Cumple,NNP,org
,party,NN,O
,with,IN,O
,two,CD,O
,other,JJ,O
,political,JJ,O
,parties,NNS,O
,.,.,O
396,The,DT,O
,consulate,NN,O
,said,VBD,O
,it,PRP,O
,notarized,VBD,O
,his,PRP$,O
,signature,NN,O
,",",",",O
,but,CC,O
,not,RB,O
,the,DT,O
,contents,NNS,O
,of,IN,O
,the,DT,O
,document,NN,O
,.,.,O
397,The,DT,O
,disgraced,JJ,O
,ex-president,NN,O
,and,CC,O
,son,NN,O
,of,IN,O
,Japanese,JJ,gpe
,parents,NNS,O
,fled,VBD,O
,to,TO,O
,Japan,NNP,geo
,in,IN,O
,2000,CD,tim
,",",",",O
,where,WRB,O
,he,PRP,O
,was,VBD,O
,granted,VBN,O
,citizenship,NN,O
,.,.,O
398,The,DT,O
,exiled,VBN,O
,president,NN,O
,is,VBZ,O
,wanted,VBN,O
,in,IN,O
,Peru,NNP,geo
,to,TO,O
,face,VB,O
,charges,NNS,O
,of,IN,O
,corruption,NN,O
,and,CC,O
,human,JJ,O
,rights,NNS,O
,abuses,NNS,O
,related,VBN,O
,to,IN,O
,the,DT,O
,death,NN,O
,squad,NN,O
,murders,NNS,O
,of,IN,O
,25,CD,O
,people,NNS,O
,.,.,O
399,Mr.,NNP,per
,Fujimori,NNP,per
,",",",",O
,Peru,NNP,geo
,'s,POS,O
,hard-line,JJ,O
,ruler,NN,O
,from,IN,O
,1990,CD,tim
,to,IN,O
,2000,CD,tim
,",",",",O
,has,VBZ,O
,denied,VBN,O
,the,DT,O
,charges,NNS,O
,",",",",O
,calling,VBG,O
,them,PRP,O
,politically,RB,O
,motivated,JJ,O
,.,.,O
400,Tokyo,NNP,gpe
,has,VBZ,O
,refused,VBN,O
,requests,NNS,O
,from,IN,O
,Lima,NNP,gpe
,for,IN,O
,his,PRP$,O
,extradition,NN,O
,.,.,O
401,The,DT,O
,British,JJ,gpe
,Embassy,NN,O
,in,IN,O
,Sudan,NNP,geo
,'s,POS,O
,capital,NN,O
,has,VBZ,O
,re-opened,VBN,O
,to,TO,O
,the,DT,O
,public,NN,O
,",",",",O
,four,CD,O
,days,NNS,O
,after,IN,O
,it,PRP,O
,was,VBD,O
,closed,VBN,O
,because,IN,O
,of,IN,O
,a,DT,O
,possible,JJ,O
,terrorist,JJ,O
,threat,NN,O
,.,.,O
402,The,DT,O
,embassy,NN,O
,said,VBD,O
,in,IN,O
,a,DT,O
,statement,NN,O
,Thursday,NNP,tim
,that,IN,O
,"""",``,O
,additional,JJ,O
,security,NN,O
,"""",``,O
,has,VBZ,O
,allowed,VBN,O
,it,PRP,O
,to,TO,O
,resume,VB,O
,normal,JJ,O
,consular,NN,O
,and,CC,O
,visa,NN,O
,services,NNS,O
,.,.,O
403,The,DT,O
,statement,NN,O
,also,RB,O
,thanked,VBD,O
,the,DT,O
,Sudanese,JJ,gpe
,government,NN,O
,for,IN,O
,its,PRP$,O
,cooperation,NN,O
,.,.,O
404,Earlier,RBR,O
,this,DT,O
,week,NN,O
,",",",",O
,the,DT,O
,government,NN,O
,said,VBD,O
,it,PRP,O
,had,VBD,O
,broken,VBN,O
,up,RP,O
,a,DT,O
,plot,NN,O
,to,TO,O
,attack,VB,O
,several,JJ,O
,Western,JJ,O
,diplomatic,JJ,O
,missions,NNS,O
,in,IN,O
,the,DT,O
,capital,NN,O
,",",",",O
,Khartoum,NNP,geo
,.,.,O
405,The,DT,O
,state,NN,O
,news,NN,O
,agency,NN,O
,reported,VBD,O
,that,IN,O
,police,NNS,O
,had,VBD,O
,arrested,VBN,O
,eight,CD,O
,Sudanese,JJ,gpe
,men,NNS,O
,and,CC,O
,confiscated,VBN,O
,arms,NNS,O
,and,CC,O
,explosives,NNS,O
,.,.,O
406,The,DT,O
,British,JJ,gpe
,Embassy,NN,O
,has,VBZ,O
,advised,VBN,O
,British,JJ,gpe
,citizens,NNS,O
,to,TO,O
,avoid,VB,O
,travel,NN,O
,to,IN,O
,Khartoum,NNP,geo
,.,.,O
407,Kenyan,JJ,gpe
,police,NNS,O
,have,VBP,O
,opened,VBN,O
,fire,NN,O
,at,IN,O
,hundreds,NNS,O
,of,IN,O
,people,NNS,O
,demonstrating,VBG,O
,against,IN,O
,cartoons,NNS,O
,depicting,VBG,O
,the,DT,O
,Prophet,NNP,per
,Muhammad,NNP,per
,",",",",O
,as,IN,O
,protests,NNS,O
,across,IN,O
,the,DT,O
,Muslim,NNP,org
,world,NN,O
,showed,VBD,O
,no,DT,O
,signs,NNS,O
,of,IN,O
,abating,VBG,O
,.,.,O
